Queryila	Hitita	Kailavsita	Ksilavsita	KaKsilavsita	NJtree	Ath_annotation	Annotated_EST	Viridiplantae_annotation
ila7969	ita18732	0.0723	0.3103	0.233000322268772	(ita,ila)	none	ita18732	572217	
ila232428	ita20609	0.0571	0.2359	0.242051716829165	(ila,ita)	none	ila232428	242615	
ila231569	ita15264	0.0199	0.1044	0.190613026819923	(ila,ita)	none	ila231569	558288	
ila37007	ita1399	0.0250	0.1119	0.223413762287757	(ita,ila)	none	ita13998	670803	
ila231712	ita1724	0.0142	0.0934	0.15203426124197	(ita,ila)	AT5G19980.1	ita17246	558288	
ila5299	ita26657	0.0179	0.0927	0.193096008629989	(ita,ila)	AT5G60100.1	ita26657	554616	
ila2252	ita15126	0.0540	0.1627	0.331899200983405	(ita,ila)	none	ita15126	473793	
ila2048	ita30522	0.0161	0.0839	0.191895113230036	(ita,ila)	AT2G03430.1	ita30522	751261	
ila13524	ita30727	0.0659	0.2626	0.250952018278751	(ila,ita)	AT1G43170.3	ila13524	276781	
ila19639	ita36928	0.0251	0.0734	0.341961852861035	(ita,ila)	AT5G64500.1	ita36928	709230	
ila30560	ita20934	0.0221	0.1026	0.215399610136452	(ita,ila)	none	ita20934	570758	
ila8074	ita16510	0.0123	0.0975	0.126153846153846	(ila,ita)	none	ila8074	706472	
ila33342	ita26244	0.0053	0.1561	0.0339525944907111	(ila,ita)	AT1G61110.1	ila33342	697045	
ila33690	ita24788	0.0226	0.1123	0.201246660730187	(ila,ita)	AT1G51420.1	ila33690	706024	
ila23135	ita11127	0.0222	0.0384	0.578125	(ita,ila)	none	ita11127	706851	
ila16698	ita38116	0.8281	7.5585	0.109558774889198	(ita,ila)	none	ita38116	206105	
ila220616	ita29514	0.0078	0.1172	0.0665529010238908	(ila,ita)	none	ila220616	706580	
ila221484	ita35355	0.0299	0.1643	0.181984175289105	(ila,ita)	none	ila221484	701228	
ila27521	ita24007	0.0151	0.0900	0.167777777777778	(ita,ila)	AT3G45870.1	ita24007	707289	
ila18426	ita16385	0.0078	0.0908	0.0859030837004405	(ita,ila)	AT1G64520.1	ita16385	559280	
ila226472	ita15185	0.0472	0.1455	0.324398625429553	(ila,ita)	none	ila226472	675208	
ila31817	ita26124	0.0351	0.1004	0.349601593625498	(ita,ila)	none	ita26124	222630	
ila226358	ita23084	0.0128	0.0749	0.170894526034713	(ita,ila)	AT3G12730.1	ita23084	705633	
ila225706	ita14731	0.0378	0.1272	0.297169811320755	(ila,ita)	none	ila225706	555231	
ila36751	ita18321	0.0098	0.0920	0.106521739130435	(ila,ita)	AT2G15240.1	ila36751	564473	
ila3291	ita13123	0.0415	0.1016	0.408464566929134	(ita,ila)	AT3G05090.2	ita13123	706868	
ila232642	ita25044	0.0038	0.1813	0.0209597352454495	(ita,ila)	AT5G01340.1	ita25044	690249	
ila7133	ita32187	0.0036	0.2073	0.0173661360347323	(ila,ita)	AT5G08290.1	ila7133	576334	
ila3793	ita34517	0.0240	0.0788	0.304568527918782	(ita,ila)	AT4G21860.1	ita34517	360004	
ila36089	ita29522	0.0185	0.1137	0.162708883025506	(ita,ila)	AT1G67110.1	ita29522	694229	
ila3300	ita26544	0.0046	0.0715	0.0643356643356643	(ita,ila)	none	ita26544	831209	
ila233009	ita31088	0.0220	0.1652	0.13317191283293	(ita,ila)	AT3G06510.1	ita31088	692539	
ila15083	ita8892	0.0284	0.1633	0.173913043478261	(ila,ita)	none	ila15083	697080	
ila36406	ita36434	0.0065	0.1320	0.0492424242424242	(ila,ita)	none	ila36406	555727	
ila5325	ita22726	0.1046	0.1543	0.677900194426442	(ila,ita)	AT1G18470.2	ila5325	558866	
ila13574	ita27132	0.0038	0.1578	0.0240811153358682	(ita,ila)	AT3G11910.1	ita27132	691956	
ila32948	ita30125	0.0001	0.1109	0.000901713255184851	(ita,ila)	AT4G17615.1	ita30125	689576	
ila28128	ita25038	0.0169	0.1597	0.105823418910457	(ila,ita)	AT5G11160.1	ila28128	477042	
ila4992	ita24082	0.0029	0.1729	0.0167727009832273	(ila,ita)	none	ila4992	570335	
ila11829	ita26759	0.0956	0.1797	0.531997774067891	(ita,ila)	AT3G19740.1	ita26759	181011	
ila231180	ita9320	0.0381	0.0622	0.612540192926045	(ila,ita)	AT3G06580.1	ila231180	694132	
ila7421	ita20261	0.0093	0.0788	0.118020304568528	(ita,ila)	AT2G04750.1	ita20261	702133	
ila22045	ita11332	0.0090	0.2025	0.0444444444444444	(ita,ila)	AT5G21326.1	ita11332	204893	
ila8255	ita21595	0.4172	2.1015	0.198524863192957	(ila,ita)	none	ila8255	558288	
ila15104	ita15508	0.0146	0.1036	0.140926640926641	(ita,ila)	AT5G42920.2	ita15508	848846	
ila230647	ita35408	0.6878	6.0987	0.112778133044747	(ila,ita)	none	ila230647	658503	
ila12647	ita17046	0.0092	0.0897	0.102564102564103	(ita,ila)	AT2G44900.1	ita17046	705242	
ila37174	ita35980	0.0387	0.0863	0.448435689455388	(ila,ita)	none	ila37174	702101	
ila1268	ita10278	0.0001	0.0896	0.00111607142857143	(ita,ila)	AT2G19790.1	ita10278	547569	
ila35403	ita2816	0.0098	0.1186	0.0826306913996627	(ila,ita)	none	ila35403	699861	
ila211861	ita37472	0.0354	0.3135	0.112918660287081	(ila,ita)	AT4G23500.1	ila211861	700645	
ila11115	ita19491	0.0167	0.1112	0.150179856115108	(ila,ita)	AT5G35730.1	ila11115	873968	
ila14252	ita5230	0.0100	0.1141	0.0876424189307625	(ita,ila)	none	ita5230	706615	
ila10294	ita19017	0.0224	0.0811	0.276202219482121	(ita,ila)	AT1G72190.1	ita19017	569322	
ila161	ita38071	0.0515	0.2256	0.228280141843972	(ita,ila)	AT1G01720.1	ita38071	636736	
ila26545	ita11923	0.0278	0.1240	0.224193548387097	(ita,ila)	none	ita11923	69157	
ila215930	ita7879	0.0756	0.1192	0.634228187919463	(ila,ita)	none	ila215930	546307	
ila233077	ita31917	0.0443	0.0977	0.453428863868987	(ita,ila)	none	ita31917	62749	
ila21252	ita31286	0.0099	0.1421	0.0696692470091485	(ila,ita)	AT5G54390.1	ila21252	701567	
ila35887	ita6299	0.0144	0.0707	0.203677510608204	(ila,ita)	none	ila35887	691847	
ila8112	ita20346	0.0110	0.0791	0.139064475347661	(ita,ila)	AT1G01510.1	ita20346	689986	
ila6651	ita16371	0.0147	0.1173	0.125319693094629	(ita,ila)	none	ita16371	577478	
ila217457	ita28966	0.0001	0.0755	0.00132450331125828	(ita,ila)	none	ita28966	694203	
ila227688	ita36541	0.0318	0.1158	0.274611398963731	(ila,ita)	AT2G47710.1	ila227688	700213	
ila23052	ita28191	0.0195	0.1397	0.139584824624195	(ila,ita)	none	ila230526	567537	
ila36433	ita14608	0.0184	0.0764	0.240837696335079	(ita,ila)	AT1G09795.1	ita14608	697453	
ila29387	ita36146	0.0248	0.1557	0.159280667951188	(ila,ita)	AT5G48380.1	ila29387	700340	
ila21825	ita24335	0.0150	0.1614	0.0929368029739777	(ila,ita)	AT3G08730.1	ila21825	572979	
ila1697	ita24718	0.1254	0.2935	0.427257240204429	(ila,ita)	AT5G04885.1	ila16970	669752	
ila5993	ita37654	0.9738	73.6464	0.0132226422472789	(ita,ila)	none	ita37654	827282	
ila21559	ita7416	0.2013	0.3893	0.517081941947085	(ita,ila)	none	ita7416	375727	
ila28445	ita22181	0.0372	0.1762	0.211123723041998	(ila,ita)	AT4G30310.2	ila28445	576582	
ila23283	ita26533	0.0135	0.1215	0.111111111111111	(ita,ila)	none	ita26533	697877	
ila166	ita28186	0.0275	0.0811	0.339087546239211	(ila,ita)	none	ila16698	469714	
ila37065	ita11102	0.0033	0.1066	0.0309568480300188	(ita,ila)	none	ita11102	580271	
ila232760	ita19088	0.3108	0.9571	0.324730958102602	(ila,ita)	none	ila232760	560149	
ila230639	ita31038	0.0261	0.1125	0.232	(ita,ila)	AT5G36210.1	ita31038	576191	
ila7467	ita19224	0.0100	0.0930	0.10752688172043	(ila,ita)	AT1G77490.1	ila7467	702419	
ila31035	ita38532	0.0396	0.0742	0.533692722371968	(ita,ila)	none	ita38532	463658	
ila14941	ita18963	0.0139	0.1011	0.137487636003956	(ita,ila)	none	ita18963	94993	
ila11726	ita3335	1.0410	60.9958	0.0170667488581181	(ita,ila)	none	ita33352	558288	
ila226253	ita13063	0.0390	0.1041	0.37463976945245	(ita,ila)	AT5G41850.1	ita13063	698680	
ila226290	ita4320	0.7305	11.2908	0.0646986927409927	(ita,ila)	AT3G57430.1	ita4320	558288	
ila227836	ita5503	0.0668	0.6264	0.106641123882503	(ila,ita)	AT2G47520.1	ila227836	647784	
ila1828	ita5265	0.0002	0.2069	0.00096665055582407	(ita,ila)	AT3G13810.1	ita5265	578950	
ila30279	ita17273	0.0304	0.1229	0.247355573637103	(ila,ita)	none	ila30279	703897	
ila33774	ita28070	0.0102	0.1636	0.0623471882640587	(ita,ila)	AT2G28390.1	ita28070	696386	
ila13757	ita9104	0.0174	0.0797	0.21831869510665	(ita,ila)	AT1G10310.1	ita9104	693445	
ila229728	ita7524	0.0032	0.1375	0.0232727272727273	(ila,ita)	AT5G01430.1	ila229728	699794	
ila31001	ita27173	0.0404	0.2480	0.162903225806452	(ila,ita)	none	ila31001	133503	
ila31740	ita16713	0.0115	0.1168	0.098458904109589	(ila,ita)	AT1G70940.1	ila31740	700972	
ila32662	ita28768	0.0257	0.0827	0.310761789600967	(ita,ila)	AT4G17740.2	ita28768	546608	
ila33125	ita38833	0.0236	0.1721	0.137129575828007	(ila,ita)	AT3G48420.1	ila33125	803422	
ila28639	ita18810	0.0395	0.1210	0.326446280991736	(ita,ila)	AT1G16670.1	ita18810	645864	
ila32415	ita38170	0.0204	0.0898	0.2271714922049	(ita,ila)	none	ita38170	699999	
ila208312	ita37802	0.0139	0.1093	0.127172918572736	(ila,ita)	none	ila208312	197425	
ila5678	ita32677	0.6362	93.4553	0.00680753258509683	(ila,ita)	none	ila5678	871419	
ila34241	ita19496	0.0502	0.1058	0.474480151228733	(ita,ila)	none	ita19496	876198	
ila209515	ita15801	0.0368	0.0751	0.490013315579228	(ita,ila)	none	ita15801	701094	
ila18398	ita1884	0.0216	0.1557	0.138728323699422	(ita,ila)	AT3G15840.3	ita1884	551182	
ila9967	ita12698	0.0328	0.1882	0.174282678002125	(ita,ila)	AT5G47080.1	ita12698	576872	
ila11542	ita3365	0.0199	0.0923	0.215601300108342	(ita,ila)	AT4G33680.1	ita33650	452677	
ila25767	ita20297	0.0162	0.0676	0.239644970414201	(ila,ita)	none	ila25767	737258	
ila3356	ita19761	0.1017	0.4290	0.237062937062937	(ila,ita)	none	ila33560	750306	
ila229673	ita31296	0.0206	0.1429	0.144156752974108	(ita,ila)	AT1G19170.1	ita31296	697527	
ila214009	ita13286	0.0396	0.2129	0.186002818224519	(ila,ita)	none	ila214009	694520	
ila1097	ita26917	0.0043	0.0881	0.0488081725312145	(ita,ila)	AT1G54290.1	ita26917	701336	
ila6535	ita36626	0.0261	0.1209	0.215880893300248	(ila,ita)	none	ila6535	439310	
ila13595	ita11824	0.0246	0.0168	1.46428571428571	(ila,ita)	AT5G40780.2	ila13595	689475	
ila36083	ita28565	0.0115	0.1231	0.0934199837530463	(ila,ita)	AT5G12210.2	ila36083	694059	
ila33092	ita6116	0.0614	0.1415	0.433922261484099	(ila,ita)	none	ila33092	700804	
ila1306	ita6138	0.0215	0.1021	0.210577864838394	(ita,ila)	AT1G26110.1	ita6138	656035	
ila228090	ita18817	0.5309	1.1639	0.45613884354326	(ita,ila)	none	ita18817	335292	
ila27318	ita12932	1.1492	63.6772	0.018047275948063	(ila,ita)	none	ila27318	692919	
ila30494	ita20882	0.0061	0.0714	0.0854341736694678	(ita,ila)	AT4G17910.1	ita20882	215669	
ila29628	ita22268	0.0412	0.1302	0.316436251920123	(ila,ita)	none	ila29628	560149	
ila265	ita13326	0.0304	0.1644	0.184914841849148	(ila,ita)	none	ila26523	688800	
ila34403	ita21549	0.0071	0.0993	0.0715005035246727	(ila,ita)	none	ila34403	548280	
ila26142	ita27390	0.0160	0.1217	0.131470829909614	(ita,ila)	AT1G17070.1	ita27390	559175	
ila26066	ita26072	0.0039	0.0802	0.0486284289276808	(ita,ila)	AT4G36980.1	ita26072	16968	
ila36326	ita26966	0.0041	0.1038	0.0394990366088632	(ita,ila)	AT1G11790.1	ita26966	697289	
ila1870	ita27544	0.0001	0.1488	0.000672043010752688	(ita,ila)	none	ita27544	550328	
ila9634	ita29453	0.0035	0.1505	0.0232558139534884	(ita,ila)	AT1G71790.1	ita29453	701024	
ila20922	ita12926	0.0080	0.1013	0.0789733464955577	(ila,ita)	none	ila20922	697611	
ila209034	ita12620	0.0568	0.0995	0.570854271356784	(ita,ila)	none	ita12620	558288	
ila36212	ita5724	0.0111	0.1406	0.0789473684210526	(ila,ita)	AT2G29080.1	ila36212	556379	
ila233069	ita602	0.0266	0.1071	0.248366013071895	(ita,ila)	none	ita6024	701045	
ila17856	ita25847	0.0376	0.1186	0.317032040472175	(ita,ila)	none	ita25847	707926	
ila217896	ita24010	0.0284	0.0610	0.465573770491803	(ita,ila)	none	ita24010	697357	
ila232125	ita17885	0.0347	0.0984	0.352642276422764	(ita,ila)	none	ita17885	697892	
ila19417	ita23931	0.0253	0.1148	0.220383275261324	(ita,ila)	none	ita23931	144153	
ila33981	ita6953	0.0080	0.0742	0.107816711590297	(ita,ila)	AT5G14670.1	ita6953	942848	
ila28236	ita35402	0.0350	0.0798	0.43859649122807	(ita,ila)	AT3G05420.2	ita35402	5581	
ila20651	ita26414	0.0087	0.1170	0.0743589743589743	(ita,ila)	none	ita26414	693585	
ila6039	ita26979	0.1146	0.2680	0.427611940298507	(ila,ita)	AT3G55040.1	ila6039	577991	
ila229908	ita18803	0.0051	0.1026	0.0497076023391813	(ita,ila)	AT2G23450.1	ita18803	694998	
ila17192	ita14301	0.0287	0.1091	0.263061411549038	(ila,ita)	AT3G07700.2	ila17192	785537	
ila7438	ita21705	0.0095	0.1092	0.086996336996337	(ita,ila)	AT5G62670.1	ita21705	838951	
ila21349	ita2855	0.0058	0.0857	0.0676779463243874	(ila,ita)	AT1G10950.1	ila213490	559178	
ila33614	ita20283	0.0115	0.0627	0.18341307814992	(ita,ila)	AT1G16880.1	ita20283	707713	
ila12154	ita10510	0.0170	0.1439	0.118137595552467	(ita,ila)	AT4G23740.1	ita10510	706905	
ila233063	ita15946	0.0326	0.1221	0.266994266994267	(ita,ila)	AT1G51460.1	ita15946	695873	
ila17960	ita26359	0.8357	67.8613	0.0123148245023305	(ila,ita)	none	ila17960	4203	
ila20485	ita7765	0.0230	0.0785	0.292993630573248	(ila,ita)	AT2G42670.1	ila20485	547112	
ila27575	ita1678	0.0489	0.1079	0.453197405004634	(ila,ita)	none	ila27575	377590	
ila32512	ita22713	0.0040	0.1457	0.0274536719286205	(ita,ila)	none	ita22713	565691	
ila225583	ita10213	0.0206	0.1186	0.173693086003373	(ita,ila)	none	ita10213	178903	
ila231302	ita30111	0.0137	0.0744	0.184139784946237	(ila,ita)	none	ila231302	708098	
ila29740	ita34132	0.0066	0.0938	0.070362473347548	(ita,ila)	AT1G55900.1	ita34132	696843	
ila37074	ita28126	0.0270	0.1204	0.224252491694352	(ita,ila)	AT2G29680.2	ita28126	555025	
ila27142	ita15954	0.0386	0.2003	0.192710933599601	(ita,ila)	none	ita15954	698137	
ila36400	ita29	0.0104	0.1507	0.0690112806901128	(ita,ila)	AT4G23470.3	ita29401	847285	
ila18064	ita33154	0.0001	0.1074	0.000931098696461825	(ila,ita)	AT2G16860.1	ila18064	818192	
ila33582	ita20703	0.0181	0.0705	0.256737588652482	(ila,ita)	AT1G55090.1	ila33582	701402	
ila220304	ita19473	0.0698	0.1316	0.530395136778116	(ila,ita)	none	ila220304	706223	
ila31656	ita13716	0.0114	0.0740	0.154054054054054	(ila,ita)	AT3G25530.2	ila31656	640025	
ila225579	ita22261	0.0346	0.1851	0.186925985953539	(ila,ita)	none	ila225579	698713	
ila28897	ita9821	0.0137	0.0908	0.150881057268722	(ila,ita)	AT2G16640.1	ila28897	708181	
ila7081	ita12587	0.0229	0.0786	0.291348600508906	(ila,ita)	AT1G05140.1	ila7081	95671	
ila24744	ita25466	0.0233	0.0715	0.325874125874126	(ila,ita)	AT3G63300.2	ila24744	700906	
ila231822	ita35399	0.0054	0.1050	0.0514285714285714	(ila,ita)	none	ila231822	702623	
ila4246	ita8889	0.0147	0.0951	0.154574132492114	(ila,ita)	AT3G49680.1	ila4246	788345	
ila5360	ita3803	0.0271	0.2666	0.101650412603151	(ila,ita)	none	ila5360	690848	
ila36473	ita38910	0.0237	0.0811	0.292231812577065	(ila,ita)	AT4G12610.1	ila36473	565784	
ila36592	ita10069	0.0174	0.1363	0.127659574468085	(ila,ita)	AT3G51050.1	ila36592	694143	
ila231274	ita29129	0.0234	0.0934	0.250535331905782	(ita,ila)	none	ita29129	694210	
ila24629	ita23875	0.0177	0.1174	0.15076660988075	(ita,ila)	AT2G45770.1	ita23875	580364	
ila24399	ita21733	0.0282	0.1083	0.260387811634349	(ila,ita)	AT3G53030.1	ila24399	626171	
ila226530	ita24148	0.0390	0.1444	0.270083102493075	(ita,ila)	none	ita24148	800522	
ila34895	ita13172	0.0316	0.1399	0.225875625446748	(ila,ita)	AT4G04940.1	ila34895	700693	
ila13032	ita2125	0.0314	0.0562	0.558718861209964	(ila,ita)	none	ila13032	702720	
ila7284	ita1508	0.0303	0.1224	0.247549019607843	(ita,ila)	AT3G19000.1	ita1508	706558	
ila233162	ita35960	0.0245	0.1200	0.204166666666667	(ita,ila)	AT1G64110.1	ita35960	698082	
ila23512	ita34907	0.0079	0.0891	0.0886644219977553	(ita,ila)	none	ita34907	705669	
ila16774	ita35696	0.0126	0.1255	0.100398406374502	(ita,ila)	none	ita35696	631553	
ila227318	ita11799	0.0437	0.3198	0.136647904940588	(ita,ila)	none	ita11799	140160	
ila27539	ita23115	0.0313	0.1259	0.248610007942812	(ila,ita)	AT1G26560.1	ila27539	694419	
ila232881	ita33944	0.0134	0.0637	0.210361067503925	(ita,ila)	none	ita33944	689172	
ila30882	ita25814	0.0085	0.1168	0.0727739726027397	(ita,ila)	none	ita25814	704724	
ila2741	ita29223	0.0280	0.1098	0.255009107468124	(ila,ita)	AT3G56040.1	ila2741	701209	
ila21930	ita16969	0.0105	0.1179	0.089058524173028	(ita,ila)	AT5G56600.1	ita16969	707728	
ila31662	ita8288	0.0890	0.2024	0.439723320158103	(ila,ita)	none	ila31662	687730	
ila24357	ita13933	0.1997	0.5276	0.378506444275967	(ita,ila)	none	ita13933	706519	
ila23826	ita30284	1.2405	5.2641	0.235652818145552	(ila,ita)	none	ila23826	699418	
ila232598	ita19293	0.0273	0.0921	0.296416938110749	(ita,ila)	AT5G19540.1	ita19293	706316	
ila13242	ita25288	0.0296	0.0904	0.327433628318584	(ita,ila)	none	ita25288	773969	
ila213604	ita28083	0.0158	0.1431	0.110412299091544	(ita,ila)	none	ita28083	558288	
ila233114	ita17808	0.0106	0.1220	0.0868852459016393	(ila,ita)	AT1G12360.1	ila233114	561461	
ila1988	ita6356	0.0635	0.1943	0.32681420483788	(ita,ila)	none	ita6356	687397	
ila212954	ita14394	0.0172	0.0636	0.270440251572327	(ila,ita)	none	ila212954	558491	
ila8320	ita16069	0.0083	0.0699	0.118741058655222	(ita,ila)	AT4G37930.1	ita16069	704675	
ila4663	ita24344	0.0297	0.1247	0.238171611868484	(ita,ila)	none	ita24344	705045	
ila213090	ita30514	0.0430	0.0855	0.502923976608187	(ita,ila)	none	ita30514	688525	
ila230820	ita9522	0.0429	0.1106	0.387884267631103	(ila,ita)	none	ila230820	841025	
ila26109	ita23780	0.0169	0.1036	0.163127413127413	(ita,ila)	AT1G73930.2	ita23780	317881	
ila13453	ita36748	0.2311	0.4793	0.482161485499687	(ila,ita)	none	ila13453	848621	
ila6423	ita26016	0.1489	0.3978	0.37430869783811	(ita,ila)	none	ita26016	690850	
ila29438	ita26951	0.0268	0.1037	0.258437801350048	(ita,ila)	AT5G21222.1	ita26951	698311	
ila33951	ita31900	0.0865	0.2186	0.395699908508692	(ita,ila)	AT4G39910.1	ita31900	459842	
ila25491	ita33334	0.0369	0.1324	0.278700906344411	(ila,ita)	AT4G17790.1	ila25491	697981	
ila21940	ita21723	1.1345	68.6365	0.0165291062335638	(ila,ita)	AT1G21710.1	ila21940	645928	
ila212381	ita32200	0.0430	0.1244	0.345659163987138	(ita,ila)	AT2G46950.1	ita32200	688683	
ila36743	ita13960	0.0615	0.0843	0.729537366548043	(ita,ila)	none	ita13960	565008	
ila34291	ita38457	0.0389	0.1261	0.308485329103886	(ila,ita)	AT4G22590.1	ila34291	546457	
ila1119	ita26466	0.0065	0.0861	0.0754936120789779	(ila,ita)	none	ila11199	697502	
ila212461	ita10251	0.0434	0.0984	0.441056910569106	(ila,ita)	none	ila212461	138238	
ila7204	ita12752	0.0343	0.2422	0.141618497109827	(ita,ila)	none	ita12752	574180	
ila34129	ita34222	0.0364	0.1259	0.289118347895155	(ila,ita)	AT4G11860.1	ila34129	705845	
ila211936	ita999	0.0070	0.1402	0.0499286733238231	(ila,ita)	none	ila211936	878859	
ila4132	ita12870	0.2153	0.4147	0.519170484687726	(ita,ila)	none	ita12870	555983	
ila20647	ita15577	0.0338	0.0999	0.338338338338338	(ita,ila)	none	ita15577	562912	
ila15867	ita24948	0.0255	0.1491	0.17102615694165	(ita,ila)	none	ita24948	554211	
ila17681	ita36698	0.0654	0.2963	0.220722240971988	(ila,ita)	none	ila17681	575815	
ila8903	ita25260	0.0078	0.0958	0.081419624217119	(ita,ila)	AT5G49460.1	ita25260	553019	
ila20203	ita1394	0.0043	0.0650	0.0661538461538461	(ila,ita)	AT1G23750.1	ila20203	556593	
ila25324	ita8867	0.0182	0.1140	0.159649122807018	(ita,ila)	AT5G39660.2	ita8867	19110	
ila34306	ita18551	0.0051	0.0977	0.0522006141248721	(ita,ila)	none	ita18551	650261	
ila269	ita8641	0.0881	0.2261	0.389650597080938	(ila,ita)	AT2G39730.3	ila26939	696187	
ila21350	ita21515	0.0694	0.1243	0.558326629123089	(ita,ila)	AT1G20050.1	ita21515	699009	
ila10296	ita36895	0.0332	0.1448	0.229281767955801	(ita,ila)	AT5G47040.1	ita36895	703307	
ila36350	ita27762	0.0335	0.1213	0.276174773289365	(ila,ita)	AT1G52870.2	ila36350	8023	
ila13846	ita22723	0.0278	0.0939	0.296059637912673	(ita,ila)	AT4G24940.1	ita22723	204663	
ila1735	ita7736	0.1010	0.2659	0.379842045881911	(ila,ita)	none	ila17356	701262	
ila232302	ita16067	0.0171	0.1035	0.165217391304348	(ila,ita)	AT1G76990.4	ila232302	705669	
ila31888	ita18131	0.0072	0.0975	0.0738461538461538	(ita,ila)	AT4G22220.1	ita18131	250122	
ila37229	ita11571	0.0215	0.1422	0.151195499296765	(ita,ila)	none	ita11571	588244	
ila221650	ita31200	0.0299	0.1742	0.171641791044776	(ila,ita)	none	ila221650	692726	
ila7077	ita8549	0.0090	0.0141	0.638297872340425	(ila,ita)	none	ila7077	703897	
ila220909	ita37171	0.0099	0.1190	0.0831932773109244	(ita,ila)	none	ita37171	708599	
ila6770	ita13166	0.0089	0.0760	0.117105263157895	(ita,ila)	AT1G73990.1	ita13166	691129	
ila5062	ita19829	1.3030	65.1279	0.0200067866459689	(ita,ila)	none	ita19829	706585	
ila232115	ita23988	0.0690	0.5445	0.126721763085399	(ita,ila)	none	ita23988	709883	
ila18567	ita24391	0.0101	0.0962	0.104989604989605	(ita,ila)	AT1G80830.1	ita24391	693077	
ila31572	ita12664	0.0342	0.0890	0.384269662921348	(ila,ita)	AT5G47030.1	ila31572	696738	
ila232099	ita31574	0.0276	0.1023	0.269794721407625	(ita,ila)	none	ita31574	702657	
ila16487	ita20907	0.0183	0.1086	0.168508287292818	(ita,ila)	AT2G01140.1	ita20907	549484	
ila228461	ita12300	0.0365	0.1362	0.26798825256975	(ila,ita)	none	ila228461	688436	
ila232855	ita6270	0.0478	0.1610	0.296894409937888	(ita,ila)	AT3G18000.1	ita6270	570971	
ila2294	ita5124	0.0094	0.1614	0.0582403965303594	(ita,ila)	AT2G24100.1	ita5124	706473	
ila232473	ita25183	0.0217	0.0898	0.241648106904232	(ita,ila)	none	ita25183	699712	
ila4599	ita6700	1.0960	67.7239	0.0161833562449888	(ita,ila)	none	ita6700	225280	
ila219951	ita12280	0.0523	0.1040	0.502884615384615	(ita,ila)	none	ita12280	571394	
ila20245	ita16082	0.0285	0.1042	0.273512476007678	(ila,ita)	none	ila20245	781318	
ila27735	ita37219	0.0000	0.0288	0	(ita,ila)	none	ita37219	699377	
ila211548	ita29000	0.1231	0.2566	0.479734996102884	(ita,ila)	none	ita29000	700083	
ila31142	ita27418	0.0135	0.0869	0.155350978135788	(ila,ita)	none	ila31142	703134	
ila222093	ita29476	0.0179	0.0376	0.476063829787234	(ita,ila)	AT1G59990.1	ita29476	640003	
ila32861	ita32509	0.0135	0.0884	0.152714932126697	(ila,ita)	none	ila32861	691277	
ila5478	ita9136	0.0261	0.1754	0.148802736602052	(ita,ila)	AT3G10920.1	ita9136	708346	
ila22911	ita18135	0.0163	0.1097	0.148587055606199	(ila,ita)	AT5G08370.2	ila22911	700504	
ila11950	ita6394	0.0528	0.2647	0.199471099357763	(ila,ita)	AT2G29450.1	ila11950	344649	
ila2606	ita18868	0.0730	0.1727	0.422698320787493	(ila,ita)	none	ila26060	558149	
ila6827	ita25709	0.0422	0.1288	0.327639751552795	(ita,ila)	AT1G07420.2	ita25709	697567	
